compound_id,smiles
CPD-14074,C1(\C/C=C(C\N=1)/C([O-])=O)
CPDQT-27,CSCCCCC(=O)C([O-])=O
TRANS-CINNAMOYL-BETA-D-GLUCOSE,C2(\C=C/C(/C=C/C(=O)O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=C\C=2)
CPD-19476,CSCCC(\C(=O)[O-])=C\C([O-])=O
CPD-18878,CC(/CC[C@H]2([C@](C)(O)CCC1([C@](C)(CCCC(C)(C)1)2)))=C\CO
2C-METH-D-ERYTHRITOL-CYCLODIPHOSPHATE,C[C@@]1(CO)(OP(=O)([O-])OP(=O)([O-])OC[C@@H](O)1)
5-O-METHYL-MYO-INOSITOL,CO[C@@H]1([C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@@H](O)1)
CPD-8996,C=C[C@](C)(O)CCC=C(C)C
CPD-8245,CC2(\CCC1(C(/C)=C/CCC1(C)C)(C\C=2))
CPD-9486,CC1(CC[C@@]2(CC[C@]5(C)(C(/[C@H](C1)2)=C/C[C@@H]4([C@@]6(C)(C[C@@H]([C@H](O)[C@](C(O[C@H]3([C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O))=O)(C)[C@H](CC[C@](C)45)6)O))))(C(=O)[O-]))(C)
SER,C(O)[C@H]([NH3+])C(=O)[O-]
CPD-13128,CSC#N
2-METHYL-ACETO-ACETYL-COA,CC(C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)C(=O)C
CPD-6747,[C@@H]1(O)([C@@H](O)[C@H](OP([O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@H](O)[C@@H](O)1)
CPD-14859,COC2(/C(/OC)=C\C=C(C(\O[C@H]1([C@@H]([C@H]([C@H](O)[C@H](O1)CO)O)O))=2)C3(/OC4(\C(\C(=O)C(/OC)=3)=C(/C=C(/C=4)/OC)\O)))
CPD-14533,CCC(C)C(=O)[C@@]12([C@]([C@H](C[C@](C(C(\CC=C(C)C)=C1/O)=O)(C(=O)2)CC=C(C)C)CC=C(C)C)(C)CCC=C(C)C)
CPD-9875,CC(OC/C=C/C1(\C=C/C(/O)=C(C=1)/OC))=O
12-BIS-O-SINAPOYL-BETA-D-GLUCOSIDE,COC1(\C(\O)=C(C=C(/C=1)/C=C/C(O[C@H]3([C@H](OC(/C=C/C2(/C=C(C(\O)=C(C=2)\OC)/OC))=O)O[C@H](CO)[C@H]([C@@H]3O)O))=O)\OC)
PROTON,[H+]
CPD-438,C2(\C=C/C(/C=C/C1(/C=C(/C=C(C=1)/O)/O))=C\C=2)
ISOVITEXIN-2-O-B-D-GLUCOSIDE,C5(/C=C(\C=C/C(/C1(/OC4(\C(\C(=O)\C=1)=C(C(\[C@@H]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O[C@@H]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)2))3))=C(/C=4)/[O-])\O)))=5)/O)
CPD-13049,CC1(C)(CC[C@@]2(C)([C@@H](C1)[C@@]3(C)([C@](C)(CC2)C4(\[C@H](CC3)[C@]5(C)([C@@H](C/C=4)C(C)(C)[C@@H](O)CC5)))))
BERBAMUNINE,C[NH+]1(CCC6(\C(\[C@@H]1CC5(\C=C/C(/OC4(/C=C(C[C@H]2([NH+](C)CCC3(\C/2=C/C(/O)=C(\C=3)/OC)))\C=C/C(/O)=4))=C\C=5))=C/C(/O)=C(\C=6)/OC))
2-OXOHEXANOATE,CCCCC(=O)C(=O)[O-]
5-HYDROXY-CONIFERALDEHYDE,COC1(\C(\O)=C(C=C(/C=C/C=O)/C=1)\O)
CPD-9295,C=CC1(S\C=C/CS1)
CPDQT-373,COC1(/C=C(/C=C(C(\O)=1)/OC)/C=C/C(=O)O[C@@H]2([C@@H](O)[C@H](O)CO[C@H]2O[C@@H]5([C@@H](O)[C@H](O)[C@@H](COC(=O)/C=C/C4(\C=C/C(/O[C@@H]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)3))=C\C=4))O[C@H]5OC7(\C(C6(\C=C(C(/O)=C\C=6)\O))=[O+]C8(\C=C(/C=C(C(\C=7)=8)/O[C@H]9([C@H](O)[C@@H](O)[C@H](O)[C@@H](COC(=O)CC(=O)[O-])O9))\[O-])))))
CPD-18755,COC4(\C(\OC)=C(\C=C(C[C@@H]3([C@@H](CC1(\C=C/C2(/OCOC(/C=1)=2)))COC3=O))/C=4)\O)
CPD-9638,CC1(C(/O)=C\C(=O)C(C(C)=O)=C1[O-])
CPD-9329,CC(/C=C/CCCCC([O-])=O)C
CPD0-1262,C(=O)([O-])C(S)CC(=O)[O-]
CPD0-1139,C([C@@H]3([C@H]([C@@H]([C@H](N1(\C=N/C2(C(/N)=N\C=N/C1=2)))O3)O)O))OP([O-])(=O)[O-]
CPD-14080,C(=O)(O)CN(CC(=O)O)C1(CCCCC(N(CC(=O)O)CC(=O)O)1)
CPD-3762,C1(\N=C(C(\N=1)C(N)=O)\N)
CPD-13925,C=C2([C@H](CC[C@@]3(C)([C@H]([C@@H](C1(\C(C)(C)C(C[C@@H](C(\C)=1)OC(C)=O)CC23))OC(C)=O)OC(C)=O))OC(C)=O)
CPD-18334,C([O-])(=O)C1(\C(=O)C2(/C=C\C=C/C(/C(=O)/C=1)=2))
CPD-15063,C(=O)([O-])[C@H]1(O[C@H]([C@H](O)[C@@H](O)[C@H](O)1)OC3(\C(\O)=C(C4(\C(=O)\C=C(C2(\C=C/C(/O)=C\C=2))/OC(/C=3)=4))\O))
INDOLE_ACETATE_AUXIN,C([O-])(=O)CC1(\C2(/C=C\C=C/C(/N\C=1)=2))
CPD-17593,COC3(/C=C(C[C@@H]2([C@@H](CC1(\C=C(C(\O)=C(\C=1)\OC)\OC))C(OC2)=O))\C=C/C(/O)=3)
ORCINOL-CPD,CC1(\C=C(/C=C(\C=1)/O)\O)
CPD-17627,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(CCCCCCCCC(CCCCCCO)O)=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-15127,C(C(=O)[O-])[C@@H](O)[C@H](O)[C@@H](O)C=O
CPD-7137,C(O)[C@@H]5([C@H]([C@@H]([C@H]([C@H](OC1(\C2(/C=C(C(=[O+]C(\C=C(/C=1)\[O-])=2)C3(\C=C/C(/O)=C\C=3))/O[C@H]4([C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O4))))O5)O)O)O)
CPD0-1093,C([C@@H]3([C@H](C[C@H](N1(C2(\N=C/N=C(C(/N=C1/O)=2)/N)))O3)O))OP(OP(OP(=O)([O-])[O-])([O-])=O)([O-])=O
CPD-12177,C[C@H](C=O)C(=O)[O-]
L-GLYCERALDEHYDE,C(=O)[C@H](CO)O
CPD-7096,C3(\C(\C1(=[O+]C2(\C=C(/C=C(C(\C=C/1)=2)/[O-])\O)))=C/C=C(\C=3)/O)
CPD-21614,COC2(/C(/O)=C1(\C=C/C(OC\1=C(C(\O)=2)/O)=O))
PB+2,[Pb+2]
DEOXYCHOLATE,C[C@@H]([C@H]3(CC[C@H]4([C@@H]2(CC[C@@H]1(C[C@H](O)CC[C@@](C)1[C@H]2C[C@H](O)[C@](C)34)))))CCC(=O)[O-]
CPD-15074,C3(/C=C(\C=C/C(/C1(O)(OC2(\C(\C(=O)C1)=C(/C=C(/C=2)/[O-])\O)))=3)/O)
26-DIFLUORO-4-HYDROXYPHENYLPYRUVATE,C(C(CC1(/C(/F)=C\C(\O)=C/C(/F)=1))=O)([O-])=O
CPD4KF-3,C[C@]3(CC[C@H]4([C@]2(CC[C@H](O)[C@]1(C)(C(=O)O[C@@H]([C@@H]12)(\C=C(C3)/4)))C))C=C
CPD-18085,C5(\N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))CC(/C(=O)N)=C\C=5)
CPD-21553,C/C=C1([C@@H]3(C[C@@H]5([NH+](C1)CC[C@@]2(C4(\C(\NC\2=C3/C(OC)=O)=C/C=C\C=4))5)))
CPD-313,C(CC[NH3+])[NH3+]
CPD-13578,CC1(\N=C/C(\C[NH3+])=C(N)\N=1)
CPD-12636,C1(/NC2(/C=C\C=C/C(/C(/C(SC[C@@H](C([O-])=O)[NH3+])C#N)=1)=2))
CPDQT-38,CSCCCCCC(C(O)C(=O)[O-])C(=O)[O-]
CPD-21113,CC(CCO)(C)SC[C@H]([NH3+])C([O-])=O
CPD-11430,CC2(\C1([C@](CC[C@@H](C(O)(C)C)C1)(C)CC\C=2))
CPD-13135,C(=O)([O-])C1(\C2(/C=C\C=C/C(/N/C=1)=2))
CPD0-2531,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(C1(/C=C\C2(\C(\C(\O)=1)=C/C=C\C=2)))=O)COP(=O)(OP(=O)(OC[C@@H]3([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O3)N4(C5(\N=C/N=C(C(\N=C/4)=5)/N))))[O-])[O-]
CPD-6979,C(/C=C/C1(/C=C(C(/O)=C\C=1)/O))(O[C@H](CC2(\C=C/C(/O)=C\C=2))C(=O)[O-])=O
CPD-14429,C1(\C=C/C3(/C(/O1)=C\C(\O[C@H]2([C@@H]([C@H]([C@H](O)[C@H](O2)CO)O)O))=C(\C=3)\O))(=O)
CPD-9642,C(O)[C@H]3(O[C@@H](OC1(CC([O-])=O)(C(=O)NC2(/C=C\C=C/C\1=2)))[C@H](O)[C@@H](O)[C@H](O)3)
CPD-14385,CC(/C=C/[C@@]1(C(C)(C)CC(=O)\C=C(C)/1)O)=C\C=O
CPD-13655,C=C\C=C/CC2(\C(=O)C[C@H](OC(=O)[C@@H]1([C@H]([C@@]1(C)C)C=C(C)C))C(/C)=2)
PSEUDOTROPINE,C[NH+]1([C@H]2(C[C@H](O)C[C@H]1CC2))
CPD0-2496,CNC2(\C=C/N([C@H]1([C@@H]([C@@H]([C@H](O1)CO)O)O))C(/N=2)=O)
CPD-8253,C(O)[C@@H]2([C@H](O)[C@H](O)[C@@H](O)[C@@H](O[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)1))O2)
CPD-14075,C1(\[NH2+]C\C=C/C=1)
CPD-12493,CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(CC[C@H]1(C[C@H](O)CC[C@@](C)1[C@H]2CC[C@](C)34))))
CPD-19017,CC(C)C(=O)O[C@H]1([C@H](O)[C@@H](O)[C@H](O[C@H](CO)1)O[C@]2(CO)(O[C@H](CO)[C@@H](O)[C@H](O)2))
CPD-19537,C1([C@@H](CC[C@@H](C1)[NH3+])([NH3+]))
CPD-9896,CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(/C=C(C(/O)=1)/O)/C([O-])=O)
CPD-17446,CCSS(CC)=O
CPD-11506,CCCCCC(=O)CC1(\OC(=O)/C=C(\C=1)/[O-])
CARBON-DIOXIDE,C(=O)=O
CPD-9483,CC1(CC[C@@]2(CC[C@]4(C)(C(/[C@H](C1)2)=C/C[C@@H]3([C@@]5(C)(C[C@@H]([C@H](O)[C@@](C)(C(=O)[O-])[C@H](CC[C@](C)34)5)O))))(C(=O)[O-]))(C)
CPD-9847,C=C[C@H]1([C@H]2(C[C@H]([NH+](C1)CC2)[C@H](C3(\C4(/C=C\C=C/C(/N=C\C=3)=4)))O))
CPD-9727,C(C(CCCO)=O)(=O)[O-]
BACIMETHRIN,C1(/N=C(/N=C(C(/CO)=1)/N)/OC)
NA+,[Na+]
CPD0-2038,C(=O)(O)\C=C(C(=O)O)/F
CPD0-1554,CCC/C=C(C([O-])=O)/OP([O-])([O-])=O
CPD0-1664,C(NC(N)=[NH2+])/C=C/[C@](CF)([NH3+])C(=O)[O-]
CYCLOARTENOL,CC(C)=CCC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5(C(C)(C)[C@@H](O)CC[C@@]2(C[C@@]12CC[C@](C)34)5))))
PRENAL,CC(C)=CC=O
CPD0-1574,C(N(C1(\C=C/C(/C(O)N[C@H](C([O-])=O)CCC(=O)[O-])=C\C=1))C=O)C2(\C=C/C3(/N=C(N)\NC(=O)C(/C=2)=3))
CPD-11432,C=C1(CCC[C@@]2(C)(C1C[C@H](C(O)(C)C)CC2))
CPD-6641,C3(/C=C(C1(\C(=O)C2(/C(/O)=C\C(\[O-])=C/C(/O\C=1)=2)))\C(\O)=C/C(/O)=3)
CPD0-2108,CCCCC/C=C/C(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O
CPD-4522,CC[NH+](CC)CCOC3(\C=C/C(/C(CC1(\C=C/C(/Cl)=C\C=1))(C2(\C=C/C(\C)=C\C=2))O)=C\C=3)
RUTIN,C[C@H]1([C@H](O)[C@@H](O)[C@@H](O)[C@@H](O1)OC[C@@H]2([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O2)OC4(\C(=O)C5(/C(/O)=C\C(\O)=C/C(/OC(\C3(/C=C(C(/O)=C\C=3)/O))=4)=5))))
CPD-11641,CC2(\C3(/C=C\C(\O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=C/C(/OC(=O)\C=2)=3))
CPD-5741,C=C(C)[C@H]1(CC5(/C(/O1)=C\C=C3(C(/O[C@@H]2(COC4(/C=C(C(/OC)=C\C(\[C@@H]2C3=O)=4)/OC)))=5)))
PHENYLETHYLAMINE,C([NH3+])CC1(\C=C/C=C\C=1)
GLUTARYL-COA,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(CCCC(=O)[O-])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-7859,CCC1(\C5([NH+]2(CC(\C=1)C[C@](C(OC)=O)(C3(\NC4(/C=C\C=C/C(/C(\CC2)=3)=4)))5)))
CPD-3630,C3(OC4(\C(\C(=O)[C@H](C2(/C=C1(C(/OCO1)=C\C(O)=2)))3)=C/C=C(/C=4)/O))
CPD0-2523,C1(\C=C/C(/C(CC(C(=O)[O-])=O)=O)=C\C=1)
CPD-8681,CCCCC\C=C/C=C1(C(CCCCCCCC([O-])=O)O1)
CPD-7171,CCCCCC1(\C(\C([O-])=O)=C(C2(\C=C/C(OC(\C=1)=2)(CCC=C(C)C)C))\O)
DPG,C([C@@H](O)C(OP(=O)([O-])[O-])=O)OP(=O)([O-])[O-]
CPD-22132,CC(C)CCC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@@H](C)C(=O)CC[C@@]2(C[C@@]12CC[C@](C)34)5))))
CPD-6644,CC(C)=CCC2(/C(/[O-])=C\C3(\O\C=C(C1(\C=C/C(/O)=C\C=1))/C(C(/C(/O)=2)=3)=O))
CPD-14841,C1(OC2(\C(\O1)=C/C=C(/C=2)/[C@H]3(OC[C@H]4([C@H](OC[C@H]34)C8(\C(\O[C@H]5([C@@H]([C@H]([C@H](O)[C@H](O5)CO[C@H]6([C@@H]([C@H]([C@H](O)[C@H](O6)CO[C@H]7([C@@H]([C@H]([C@H](O)[C@H](O7)CO)O)O))O)O))O)O))=C/C9(/OCOC(/C=8)=9))))))
CPD-17644,C(O)CCCCCCC\C=C/CCCCCCCCO
CPD-8088,CCCCC\C=C/C\C=C/CCCCCCCC(OC[C@@H](OC(=O)CCCCCCC\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C)=O
CL-,[Cl-]
CPD-4562,COC4(\C=C/C(/C1(/C(=O)C3(\C(\O\C=1)=C/C(/O[C@H]2([C@H](O)[C@H]([C@H](O)[C@H](O2)COC(CC([O-])=O)=O)O))=C\C=3)))=C\C=4)
MORPHINE,C[NH+]4(CC[C@@]15([C@@H]3([C@H](\C=C/[C@@H]([C@@H](CC2(\C=C/C(/O)=C(C\1=2)/O3))4)5)O)))
CPD-1776,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1(\C=C/C(/Cl)=C\C=1))COP(=O)(OP(=O)(OC[C@H]2(O[C@H]([C@@H]([C@@H]2OP([O-])(=O)[O-])O)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
CPD-15012,C(O)[C@@H]5([C@H](O)[C@H](O)[C@@H](O[C@H]1([C@H](O)[C@@H](O)[C@H](O)CO1))[C@H](OC3(\C(C2(\C=C(C(/O)=C\C=2)\O))=[O+]C4(\C(/C=3)=C(/C=C(/C=4)/O)\[O-])))O5)
TRIFLUOROMETHIONINE,C(C[C@@H](C(=O)[O-])[NH3+])SC(F)(F)F
LAUROYLCOA-CPD,CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-16684,COC4(/C=C(C[C@@H]([C@H](CC1(\C=C/C(/O)=C(\C=1)/OC))CO[C@@H]2([C@H]([C@@H]([C@@H](O)[C@@H](O2)CO)O)O))CO[C@@H]3([C@H]([C@@H]([C@@H](O)[C@@H](O3)CO)O)O))\C=C/C(/O)=4)
CPD-12024,C[Se]C[C@H]([NH3+])C([O-])=O
CYSTINE,C([C@@H](C(=O)[O-])[NH3+])SSC[C@@H](C([O-])=O)[NH3+]
CPD-14856,COC3(/C(/O)=C2(C(/OC(\C1(/C=C(C(/OC)=C\C=1)/O))=C(C(=O)2)/OC)=C\C(\OC)=3))
CPD-7227,C([C@H](CC[NH+]1([C@@H](CC1)C([O-])=O))[NH2+]CCC(C([O-])=O)O)([O-])=O
VINORINE,C/C=C3([C@@H]2(C4([C@@H](OC(=O)C)C15(C6(\C(\N=C1\[C@H](C2)N(C3)[C@H]4C5)=C/C=C\C=6)))))
CPD-14445,CC1(/C=C(C(/C)=C/C(/CSC(NC(N)=[NH2+])=[NH2+])=1)/CSC(NC(N)=[NH2+])=[NH2+])
CPDIO2-7,C(C(OC(=O)CCC\C=C/CC\C=C/C\C=C/CCCCC)COCCC([N+](C)(C)C)C([O-])=O)OC(=O)CCCCCCCCCCCCCCC
CPD-4283,COc1(cc(c(cc1)[C@H]2([CH3+]c3(ccc(cc(OC2)3)O)))O).O
CPD-5401,C1(\C=C/C(/S(=O)([O-])=O)=C\C=1)[Hg]Cl
2-TRANS6-TRANS-FARNESAL,CC(C)=CCCC(\C)=C/CCC(\C)=C/C=O
CPD-11779,C1(OC4(/C=C(\C=C/C(/C2(/OC3(\C(/C\1=2)=C/C=C(/C=3)/O)))=4)/O))(=O)
CPD-12607,C(O)[C@H]([NH3+])C(=O)NCC([O-])=O
CPD-10216,CC1(OC(\C)=C(C(=O)1)/O[C@H]2([C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2))
B-ALANINE,C(C[NH3+])C([O-])=O
O-SINAPOYLGLUCAROLACTONE,COC1(\C(\O)=C(C=C(/C=1)/C=C/C(OC(=O)[C@@H]2([C@H]([C@@H]([C@@H](O)C(O2)=O)O)O))=O)\OC)
CPD-12815,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O)O))([O-])=O)OC(=O)CCCCCCCCCCCCCCC
CPD0-1663,C(NC(N)=[NH2+])CCC(C(F)F)(N)C([O-])=O
CPD-6141,C[NH2+]CCC([O-])=O
CPD-18134,C(O)/C=C/C1(/C(=O)OC(/C([O-])=O)=C/C=1)
CPD-578,C(N)(NC([O-])=O)=O
CPD-4407,C=C(C)[C@@H]2(CC3(/C=C1([C@@H]4(OC5(/C=C(\C=C/C(/[C@](O)(COC/1=C/C(/O2)=3)4)=5)/O)))))
CPD0-1627,C(C(=O)CCC(C([O-])=O)[NH3+])=[N+]=N
CPD-10332,C=C1([C@@]2(O)(C[C@]3(C1)([C@H]([C@@H]4([C@@](C)(CCC[C@@](CO)([C@@H](CC2)3)4)C([O-])=O))C([O-])=O)))
TRIS,C(O)C([NH3+])(CO)CO
CPD-18158,C5(/C=C(\C=C/C(/C1(/OC3(\C(\C(=O)\C=1)=C(C(\[C@@H]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)2))=C(/C=3)/O[C@@H]4([C@@H]([C@H]([C@@H](O)[C@H](O4)CO)O)O))\O)))=5)/O)
3-HYDROXY-3-METHYL-GLUTARYL-COA,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@](C)(O)CC(=O)[O-])COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD0-1606,CC(C)=CCCC(\C([O-])=O)=C3([C@@H]4(C[C@@H](O)[C@@H]2([C@](C)(CC[C@H]1([C@H](C)[C@H](O)CC[C@@](C)12))[C@@](C)(C[C@H](OC(=O)C)3)4)))
BENZYL-DESULFOGLUCOSINOLATE,C(O)[C@@H]2([C@@H](O)[C@H](O)[C@@H](O)[C@H](SC(/CC1(\C=C/C=C\C=1))=N/O)O2)
CPD-9886,CC1(\C(\O)=C/C2([C@H](C)C(=O)C[C@H]([C@@](C)(O)C)OC(\C=1)=2))
CPD-16495,CC1(\C4(\NC(/C(\CCC([O-])=O)=1)=C/C2(/C(\CCC([O-])=O)=C(C)\C(\N=2)=C\C3(\C(\C(SCC([NH3+])C(\[O-])=N\C)C)=C(C)/C(/N=3)=C/C5(/NC(/C=4)=C(C)/C(/C(SCC([NH3+])C(=O)NC)C)=5)))))
CPD-9775,CN1([C@@H]2(CC(=O)[C@H](C(OC)=O)[C@H]1CC2))
5-AMINO-LEVULINATE,C(C(C[NH3+])=O)CC([O-])=O
CPD-309,C[C@H](C([O-])=O)[NH2+][C@H](C([O-])=O)CCCNC(N)=[NH2+]
DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE,C1(CC(/C([O-])=O)=N\[C@@H](C1)C([O-])=O)
CPD-14374,C=C([C@H]1(C[C@@H]2([C@@](O)(CCC[C@@](CC1)2C)C)))C
CPD0-1265,C([O-])(=O)CCCCCCCC(=O)[O-]
STRICTOSIDINE,C=C[C@@H]4([C@H](C[C@H]1(C2(\NC3(\C(/C(\CC[NH2+]1)=2)=C/C=C\C=3))))C(/C(=O)OC)=C\O[C@H]4O[C@H]5(O[C@H]([C@@H]([C@H]([C@@H]5O)O)O)CO))
CIT,C(=O)([O-])CC(C(=O)[O-])(O)CC(=O)[O-]
BENZALDEHYDE,C(=O)C1(\C=C/C=C\C=1)
CPD-14901,CC[C@H](C(C)C)CC[C@@H](C)[C@H]3(CC[C@H]4(C1([C@@H]([C@@]2(C)(CC[C@H](O)C[C@H](CC=1)2))CC[C@](C)34)))
CPD-21561,C/C=C1([C@@H]2(C[C@@H]5([NH+](C1)CC[C@@]3(C4(\C(\N=C([C@@](C=O)(C(OC)=O)2)3)=C/C=C\C=4))5)))
CPD-9734,C=C=CC(=O)C(=O)[O-]
CPD-18128,C(=O)/C=C/C1(\C=C(C([O-])=O)/OC(=O)C=1)
SELENOHOMOCYSTEINE,C(C[SeH])[C@H]([NH3+])C(=O)[O-]
OXALYL-COA,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C([O-])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-3713,C([C@@H]2([C@@H]3([C@H]([C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)OP(=O)([O-])O3)))O
--bornyl-diphosphate,CC2(C1(CCC(C(C1)OP(OP([O-])([O-])=O)([O-])=O)2C))C
CPD-8124,C(OP([O-])(=O)[O-])[C@@H]1(C4(\S[Mo](=S)(=O)SC(/[C@H]2([C@@H](O1)NC3(/N=C(N)\NC(=O)C(/N2)=3)))=4))
CPD-14502,C=C1(C[C@@]35(C[C@@]1(O[C@@H]2(O[C@@H]([C@@H](O)[C@H](O)[C@@H](O)2)CO))CC[C@@H]([C@]4(C)(CCC[C@](C([O-])=O)(C)[C@@H](CC3)4))5))
INDOLE-3-ACETYL-BETA-4-D-GLUCOSE,C([C@@H]3([C@@H](OC(=O)CC1(\C2(/C=C\C=C/C(/N\C=1)=2)))[C@H](O)[C@@H](O)[C@H](O)O3))O
CPD-724,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(C[C@H](O)[C@H]1(C[C@H](O)[C@H](O)C[C@@](C)1[C@H]2CC[C@](C)34))))
CPD-10285,CC(C)=CCCC(\C)=C/CCC(\C)=C/CC[C@]1(C)([C@H](C)CCC([C@@H](CCC=O)1)=C(C)C)
CPD-4754,C=C[C@@]2(CC[C@H]3([C@]1(CCCC(C)(C)[C@@H]1C\C=C(C2)/3)C))C
CPD0-1525,C1(\S(=O)CCC(CC(=O)C(=O)[O-])(C([O-])=O)\C=1)
CPD-17624,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCC\C=C/CCCCCCCC(=O)[O-])COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-19817,CC\C=C/C[C@@H]1(C(=O)CC[C@@H]1CC(N[C@@H](CC2(\C=C/C=C\C=2))C([O-])=O)=O)
CPD-4573,CC(C)=CCC[C@H]([C@@H]1([C@]3(C)([C@@](C=O)(CC1)C4(\CC[C@@H]2(C(C)(C)[C@@H](O)CC[C@@]2(C(\CC3)=4)C)))))C
CPD-9676,C(O)[C@H]1(O[C@@H](OCC(Cl)(Cl)Cl)[C@H](O)[C@@H](O)[C@H](O)1)
4-HYDROXY-3-INDOLYLMETHYL-GLUCOSINOLATE,C2(\NC3(\C=C/C=C(C(\C(/CC(/S[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=N\OS(=O)(=O)[O-])=2)=3)/O))
CPD-11700,[C@H]1(OP(=O)([O-])[O-])([C@H](OP([O-])(=O)[O-])[C@@H](OP([O-])(=O)[O-])[C@H](OP(OP([O-])(=O)[O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@H](OP(=O)([O-])[O-])1)
CPD-15449,CC(C)=CCC[C@]([C@@H]1([C@@H]2([C@@](C)(CC1)[C@]3(C)(CC[C@H]4(C([C@@H](O)CC[C@](C)([C@@H](C[C@@H](O)2)3)4)(C)C)))))(C)O
CPD-16776,COC1(\C(\O)=C/C=C(/C=1)/C2(/OC3(\C(\C(=O)C(/[O-])=2)=C(C(\OC)=C(/C=3)\O)\O)))
